"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
40118,CS-08393,OR,2016-04-12,2016-04-12,2016-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,24485,F,,,0,,
40121,CS-08394,OR,2016-04-12,2016-04-12,2016-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,56.00,56.00,PM,,24487,F,,,0,,
40124,CS-08395,OR,2016-04-12,2016-04-12,2016-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,24489,F,,,0,,
40127,OR-00497,OR,2016-04-13,2016-04-13,2016-04-13,PRO TRACK ENGINEERING SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-415581,----,1.00000000,0.00,,3857.35,3857.35,PM,,24491,F,,,1,,
40129,OR-00498,OR,2016-04-13,2016-04-13,2016-04-13,SENA PROJECT MANAGEMENT SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-123723,----,1.00000000,0.00,,1510.50,1510.50,PM,,24492,F,,,1,,
40131,CS-08396,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,24496,F,,,0,,
40134,CS-08397,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,3.00,3.00,PM,,24498,F,,,0,,
40137,CS-08398,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,24502,F,,,0,,
40140,CS-08399,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,17.00,17.00,PM,,24504,F,,,0,,
40143,CS-08400,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,24509,F,,,0,,
40146,PV-01806,PV,2016-04-13,2016-04-13,2016-04-13,YONLEECO SDN BHD,Payment For Account,"310-000",MLK,NAI,----,BANK,PBB-131953,----,1.00000000,0.00,,1321.51,1321.51,SP,,24511,F,,,1,,
40148,CS-08401,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,20.60,20.60,PM,,24512,F,,,0,,
40151,CS-08402,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,60.00,60.00,PM,,24514,F,,,0,,
40154,CS-08403,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,24516,F,,,0,,
40157,CS-08404,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,24518,F,,,0,,
40160,CS-08405,OR,2016-04-13,2016-04-13,2016-04-13,MZE,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,140.00,140.00,PM,,24520,F,,,0,,
40163,CS-08406,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,24522,F,,,0,,
40166,CS-08407,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,24524,F,,,0,,
40169,CS-08408,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"310-000",----,HON,----,BANK,"4617 7290 0204 5517",----,1.00000000,0.00,,412.10,412.10,PM,,24526,F,,,0,,
40172,CS-08409,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,24528,F,,,0,,
40175,CS-08410,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,14.50,14.50,PM,,24530,F,,,0,,
40178,CS-08411,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,41.00,41.00,PM,,24532,F,,,0,,
40181,CS-08412,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,24534,F,,,0,,
40184,CS-08413,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,25.00,25.00,PM,,24536,F,,,0,,
40187,CS-08414,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,24538,F,,,0,,
40190,CS-08415,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,70.00,70.00,PM,,24540,F,,,0,,
40193,CS-08416,OR,2016-04-13,2016-04-13,2016-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,24542,F,,,0,,
40196,CS-08417,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,36.00,36.00,PM,,24544,F,,,0,,
40199,CS-08418,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,24549,F,,,0,,
40202,PV-01807,PV,2016-04-14,2016-04-14,2016-04-14,CHEONG CHAN KWONG,,"310-000",KL,NAI,----,BANK,PBB-131954,----,1.00000000,0.00,,5000.00,5000.00,,,24552,F,,,1,,
40204,CS-08419,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,24553,F,,,0,,
40207,CS-08420,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,24.90,24.90,PM,,24555,F,,,0,,
40210,PV-01808,PV,2016-04-14,2016-04-14,2016-04-14,PERTUBUHANAN KESELAMATAN SOSIAL,,"310-000",----,----,----,BANK,PBB 131955,----,1.00000000,0.00,,77.60,77.60,,,24557,F,,,1,,
40213,CS-08421,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,1.20,1.20,PM,,24558,F,,,0,,
40216,PV-01809,PV,2016-04-14,2016-04-14,2016-04-14,KUMPULAN WANG SIMPANAN PEKERJA,,"310-000",----,----,----,BANK,PBB 131956,----,1.00000000,0.00,,635.00,635.00,,,24560,F,,,1,,
40219,PV-01810,PV,2016-04-14,2016-04-14,2016-04-14,JES KEY ENTERPRISE,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-131957,----,1.00000000,0.00,,1046.22,1046.22,SP,,24565,F,,,1,,
40221,OR-00499,OR,2016-04-14,2016-04-14,2016-04-14,TACT TRANSFROM SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,ALB-000840,----,1.00000000,0.00,,5757.96,5757.96,PM,,24566,F,,,1,,
40223,CS-08422,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,330.00,330.00,PM,,24567,F,,,0,,
40226,OR-00500,OR,2016-04-14,2016-04-14,2016-04-14,VINSTECH ENGINEERING SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,ALB-000331,----,1.00000000,0.00,,4901.40,4901.40,PM,,24569,F,,,2,,
40228,OR-00501,OR,2016-04-14,2016-04-14,2016-04-14,FU SAN PLUMBING WORKS SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,ALB-286722,----,1.00000000,0.00,,795.00,795.00,PM,,24570,F,,,1,,
40230,CS-08423,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,24571,F,,,0,,
40233,CS-08424,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,230.00,230.00,PM,,24573,F,,,0,,
40236,CS-08425,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,38.00,38.00,PM,,24575,F,,,0,,
40239,CS-08426,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,24577,F,,,0,,
40242,OR-00502,OR,2016-04-14,2016-04-14,2016-04-14,TROMAC INTERTRADE SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-165598,----,1.00000000,0.00,,13996.80,13996.80,PM,,24579,F,,,1,,
40244,PV-01811,PV,2016-04-14,2016-04-14,2016-04-14,SU KIAT ELECTRICAL SUPPLIER SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-131958,----,1.00000000,0.00,,1121.48,1121.48,SP,,24580,F,,,1,,
40246,CS-08427,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,220.00,220.00,PM,,24581,F,,,0,,
40249,CS-08428,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,220.00,220.00,PM,,24583,F,,,0,,
40252,CS-08429,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,115.00,115.00,PM,,24585,F,,,0,,
40255,CS-08430,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,24587,F,,,0,,
40258,CS-08431,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,24589,F,,,0,,
40261,PV-01812,PV,2016-04-14,2016-04-14,2016-04-14,BYDAB INDUSTRIES SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-131959,----,1.00000000,0.00,,551.20,551.20,SP,,24591,F,,,1,,
40263,CS-08432,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,23.00,23.00,PM,,24592,F,,,0,,
40266,CS-08433,OR,2016-04-14,2016-04-14,2016-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,24594,F,,,0,,
40269,CS-08434,OR,2016-04-15,2016-04-15,2016-04-15,MZE,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,24596,F,,,0,,
40272,CS-08435,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"310-000",----,NAI,----,BANK,PBB-049961,----,1.00000000,0.00,,420.00,420.00,PM,,24598,F,,,0,,
40275,CS-08436,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,35.00,35.00,PM,,24600,F,,,0,,
40278,CS-08437,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,24602,F,,,0,,
40281,CS-08438,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,24604,F,,,0,,
40284,CS-08439,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,1000.00,1000.00,PM,,24606,F,,,0,,
40287,PV-01813,PV,2016-04-15,2016-04-15,2016-04-15,EKOTRENDS CAPITAL SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-131960,----,1.00000000,0.00,,1802.00,1802.00,SP,,24610,F,,,1,,
40289,OR-00503,OR,2016-04-15,2016-04-15,2016-04-15,NGAI CHIUN ELECTRICAL,Payment For Account,"310-000",SLG,NAI,----,BANK,CASH,----,1.00000000,0.00,,97.00,97.00,PM,,24612,F,,,1,,
40291,CS-08440,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,24613,F,,,0,,
40294,CS-08441,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,18.00,18.00,PM,,24617,F,,,0,,
40297,CS-08442,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,160.00,160.00,PM,,24619,F,,,0,,
40300,CS-08443,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,46.00,46.00,PM,,24621,F,,,0,,
40303,CS-08444,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,515.00,515.00,PM,,24623,F,,,0,,
40306,CS-08445,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,315.00,315.00,PM,,24628,F,,,0,,
40309,CS-08446,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,24630,F,,,0,,
40312,CS-08447,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,1.60,1.60,PM,,24632,F,,,0,,
40315,CS-08448,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,24634,F,,,0,,
40318,CS-08449,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,65.00,65.00,PM,,24636,F,,,0,,
40321,CS-08450,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,46.00,46.00,PM,,24638,F,,,0,,
40324,CS-08451,OR,2016-04-15,2016-04-15,2016-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,24640,F,,,0,,
40327,CS-08452,OR,2016-04-16,2016-04-16,2016-04-16,MZE,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,120.00,120.00,PM,,24642,F,,,0,,
40330,CS-08453,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,24644,F,,,0,,
40333,CS-08454,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,24646,F,,,0,,
40336,CS-08455,OR,2016-04-16,2016-04-16,2016-04-16,ONENESS MACHINERY SDN BHD,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,13.10,13.10,PM,,24648,F,,,0,,
40339,CS-08456,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,3.00,3.00,PM,,24653,F,,,0,,
40342,CS-08457,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,24655,F,,,0,,
40345,CS-08458,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,24657,F,,,0,,
40348,CS-08459,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,57.00,57.00,PM,,24662,F,,,0,,
40351,CS-08460,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,24664,F,,,0,,
40354,CS-08461,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.50,2.50,PM,,24666,F,,,0,,
40357,CS-08462,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,24668,F,,,0,,
40360,CS-08463,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,24670,F,,,0,,
40363,CS-08464,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.40,2.40,PM,,24672,F,,,0,,
40366,CS-08465,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,25.00,25.00,PM,,24674,F,,,0,,
40369,CS-08466,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,24678,F,,,0,,
40372,CS-08467,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,24680,F,,,0,,
40375,CS-08468,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,24682,F,,,0,,
40378,CS-08469,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,24685,F,,,0,,
40381,CS-08470,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4632-2590-0149-4566",----,1.00000000,0.00,,350.00,350.00,PM,,24687,F,,,0,,
40384,CS-08471,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,24689,F,,,0,,
40387,CS-08472,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,24692,F,,,0,,
40390,CS-08473,OR,2016-04-16,2016-04-16,2016-04-16,EDGEWISE CITY SDN BHD,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,13.50,13.50,PM,,24694,F,,,0,,
40393,CS-08474,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,500.00,500.00,PM,,24696,F,,,0,,
40396,CS-08475,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,24698,F,,,0,,
40399,CS-08476,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,39.00,39.00,PM,,24700,F,,,0,,
40402,CS-08477,OR,2016-04-16,2016-04-16,2016-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,24702,F,,,0,,
40405,CS-08478,OR,2016-04-17,2016-04-17,2016-04-17,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,34.00,34.00,PM,,24704,F,,,0,,
40408,CS-08479,OR,2016-04-17,2016-04-17,2016-04-17,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.50,20.50,PM,,24706,F,,,0,,
40411,CS-08480,OR,2016-04-17,2016-04-17,2016-04-17,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,24708,F,,,0,,
40414,CS-08481,OR,2016-04-17,2016-04-17,2016-04-17,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,36.50,36.50,PM,,24710,F,,,0,,
40417,CS-08482,OR,2016-04-17,2016-04-17,2016-04-17,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,24712,F,,,0,,
40420,CS-08483,OR,2016-04-17,2016-04-17,2016-04-17,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,250.00,250.00,PM,,24714,F,,,0,,
40423,CS-08484,OR,2016-04-17,2016-04-17,2016-04-17,EDGEWISE CITY SDN BHD,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,24716,F,,,0,,
40426,CS-08485,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,150.00,150.00,PM,,24719,F,,,0,,
40429,CS-08486,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,180.00,180.00,PM,,24721,F,,,0,,
40432,CS-08487,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,84.80,84.80,PM,,24723,F,,,0,,
40435,CS-08488,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,24725,F,,,0,,
40438,CS-08489,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,28.00,28.00,PM,,24728,F,,,0,,
40441,CS-08490,OR,2016-04-18,2016-04-18,2016-04-18,M-CASC SDN BHD,Payment For Account,"320-000",KL,NAI,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,24732,F,,,0,,
40444,CS-08491,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,24735,F,,,0,,
40447,CS-08492,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,53.00,53.00,PM,,24737,F,,,0,,
40450,CS-08493,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,250.00,250.00,PM,,24739,T,,,0,,
40453,CS-08494,OR,2016-04-18,2016-04-18,2016-04-18,MZE,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,8.50,8.50,PM,,24741,F,,,0,,
40456,CS-08495,OR,2016-04-18,2016-04-18,2016-04-18,MZE,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,1100.00,1100.00,PM,,24743,F,,,0,,
40459,CS-08496,OR,2016-04-18,2016-04-18,2016-04-18,MZE,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,110.00,110.00,PM,,24745,F,,,0,,
40462,CS-08497,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,24747,F,,,0,,
40465,CS-08498,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,16.00,16.00,PM,,24749,F,,,0,,
40468,CS-08499,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,24751,F,,,0,,
40471,CS-08500,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,1.80,1.80,PM,,24753,F,,,0,,
40474,CS-08501,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,83.00,83.00,PM,,24755,F,,,0,,
40477,CS-08502,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,1500.00,1500.00,PM,,24757,F,,,0,,
40480,CS-08503,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,24759,F,,,0,,
40483,CS-08504,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,25.00,25.00,PM,,24761,F,,,0,,
40486,CS-08505,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,350.00,350.00,PM,,24763,F,,,0,,
40489,CS-08506,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,24765,F,,,0,,
40492,CS-08507,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,280.00,280.00,PM,,24767,F,,,0,,
40495,CS-08508,OR,2016-04-18,2016-04-18,2016-04-18,CASH,Payment For Account,"310-000",----,HON,----,BANK,"",----,1.00000000,0.00,,10.00,10.00,PM,,24769,F,,,0,,
40499,CS-08509,OR,2016-04-19,2016-04-19,2016-04-19,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,200.00,200.00,PM,,24773,F,,,0,,
40502,CS-08510,OR,2016-04-19,2016-04-19,2016-04-19,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,24776,F,,,0,,
40505,CS-08511,OR,2016-04-19,2016-04-19,2016-04-19,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,24778,F,,,0,,
40508,CS-08512,OR,2016-04-19,2016-04-19,2016-04-19,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,24780,F,,,0,,
