"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
43536,OR 200503,OR,2020-05-04,2020-05-04,2020-05-04,SKYWORKS GLOBAL PTE LTD,Payment For Invoice - IN1912-090(F),"301-007",US,CADEN HENG,----,BANK,YIR005040102,US$,4.31000000,1.16,"703-000",20.00,86.20,PM,,21975,F,,1,0,,
43538,PV 2003/001,PV,2020-03-02,2020-03-02,2020-03-02,BOK OPT SDN BHD,,"301-003",----,----,----,BANK,RHB 200302482979,----,1.00000000,0.00,,454750.00,454750.00,,,21977,F,,,0,,
43540,PV 2003/002,PV,2020-03-02,2020-03-02,2020-03-02,TAY WAI MING,,"301-003",----,----,----,BANK,RHB 200302495687,----,1.00000000,0.00,,9632.20,9632.20,,,21978,F,,1,0,,
43542,PV 2003/003,PV,2020-03-02,2020-03-02,2020-03-02,LAI THIAM POH,,"301-003",----,----,----,BANK,RHB 200302495548,----,1.00000000,0.00,,5312.35,5312.35,,,21979,F,,1,0,,
43544,PV 2003/004,PV,2020-03-02,2020-03-02,2020-03-02,TAY WAI MING,,"301-003",----,----,----,BANK,RHB 200302495629,----,1.00000000,0.00,,30000.00,30000.00,,,21980,F,,1,0,,
43583,PV 2003/005,PV,2020-03-03,2020-03-03,2020-03-03,TAN KIM KOY,,"301-003",----,----,----,BANK,RHB 200303557238,----,1.00000000,0.00,,236.00,236.00,,,21987,F,,,0,,
43589,PV 2003/007,PV,2020-03-03,2020-03-03,2020-03-03,NORZIEANA BINTI ISMAIL,,"301-003",----,----,----,BANK,RHB 200303557486,----,1.00000000,0.00,,500.00,500.00,,,21989,F,,,0,,
43554,CV 2001/43,PV,2020-01-31,2020-01-31,2020-01-31,KUOK KING KONG,MONTHLY CLAIM - JAN 2020,"303-150",----,----,----,CASH,,----,1.00000000,0.00,,1707.85,1707.85,,,21984,F,,1,0,,
43591,PV 2003/008,PV,2020-03-03,2020-03-03,2020-03-03,AZIZI BIN SETUMIN,,"301-003",----,----,----,BANK,RHB 200303557565,----,1.00000000,0.00,,500.00,500.00,,,21990,F,,,0,,
43593,PV 2003/009,PV,2020-03-03,2020-03-03,2020-03-03,DIANA BINTI NORMAN TEO,,"301-003",----,----,----,BANK,RHB 200303557642,----,1.00000000,0.00,,120.00,120.00,,,21991,F,,1,0,,
43595,PV 2003/010,PV,2020-03-03,2020-03-03,2020-03-03,YEO CHIN KUOH,,"301-003",----,----,----,BANK,RHB 200303557737,----,1.00000000,0.00,,360.00,360.00,,,21992,F,,1,0,,
43597,PV 2003/011,PV,2020-03-03,2020-03-03,2020-03-03,NORHIDAYAH BINTI YAHAYA,,"301-003",----,----,----,BANK,RHB 200303557817,----,1.00000000,0.00,,150.00,150.00,,,21993,F,,1,0,,
43599,PV 2003/012,PV,2020-03-03,2020-03-03,2020-03-03,EQUIPTEST ENGINEERING PTE LTD,Payment For Invoice - OCT'19,"301-009",----,----,----,BANK,YOR003030516,SGD,3.01920000,9.02,"703-000",1050.00,3170.16,SP,,21994,F,,1,0,,
43601,PV 2003/013,PV,2020-03-04,2020-03-04,2020-03-04,TORICO LTD.,Payment For Invoice - 2020-1,"301-006",----,JASMIN,----,BANK,YOR003040773,----,1.00000000,25.00,"703-000",453171.20,453171.20,SP,,21995,F,,1,0,,
43603,PV 2003/014,PV,2020-03-05,2020-03-05,2020-03-05,LOOI KAH LIANG,,"301-003",----,----,----,BANK,RHB 200305663535,----,1.00000000,0.00,,1370.00,1370.00,,,21996,F,,,0,,
43605,PV 2003/015,PV,2020-03-06,2020-03-06,2020-03-06,INFINEON TECHNOLOGIES (ADVANCED LOGIC) SDN BHD,,"301-003",----,----,----,BANK,RHB 200306705564,----,1.00000000,0.00,,204.00,204.00,,,21997,F,,1,1,,
43607,PV 2003/016,PV,2020-03-09,2020-03-09,2020-03-09,KUOK KING KONG,,"301-003",----,----,----,BANK,RHB 200309741267,----,1.00000000,0.00,,10000.00,10000.00,,,21998,F,,1,0,,
43609,PV 2003/017,PV,2020-03-09,2020-03-09,2020-03-09,MOHAMMAD AQIL BIN AZAHAR,,"301-003",----,----,----,BANK,RHB 200309741136,----,1.00000000,0.00,,1084.00,1084.00,,,21999,F,,1,0,,
43611,PV 2003/018,PV,2020-03-09,2020-03-09,2020-03-09,DECCAN ENTERPRISE,Payment For Invoice - FEB'19,"301-003",MLK,----,----,BANK,RHB 000354,----,1.00000000,0.00,,1870.00,1870.00,SP,,22000,F,,1,0,,
43613,PV 2003/019,PV,2020-03-10,2020-03-10,2020-03-10,JJ-LAPP (M) SDN BHD,Payment For Invoice - 6002835563,"301-003",----,JASMIN,----,BANK,RHB 200310807373,----,1.00000000,0.00,,431.15,431.15,SP,,22001,F,,1,0,,
43615,PV 2003/020,PV,2020-03-10,2020-03-10,2020-03-10,TOO YONG THIN,,"301-003",----,----,----,BANK,RHB 200310806838,----,1.00000000,0.00,,1000.00,1000.00,,,22002,F,,,0,,
43617,CV 2002/43,PV,2020-02-29,2020-02-29,2020-02-29,KUOK KING KONG,MONTHLY CLAIM - JAN & FEB 2020,"303-150",----,----,----,CASH,,----,1.00000000,0.00,,4129.22,4129.22,,,22003,F,,1,0,,
43657,PV 2003/021,PV,2020-03-10,2020-03-10,2020-03-10,HACKSTA SOLUTION SDN BHD,Payment For Invoice - I1805/007(P),"301-003",----,JASMIN,----,BANK,RHB 200310819553,----,1.00000000,0.00,,7950.00,7950.00,SP,,22004,F,,,0,,
43659,PV 2003/022,PV,2020-03-11,2020-03-11,2020-03-11,HONG KONG BILLION XINDA TDG CO LTD,Payment For Invoice - B2020,"301-007",HK,JASMIN,----,BANK,YOR003110356,US$,4.23200000,28.97,"703-000",4482.30,18969.09,SP,,22005,F,,,0,,
43661,PV 2003/023,PV,2020-03-11,2020-03-11,2020-03-11,CHAIN-TOP TECH CORP.LTD,Payment For Invoice - CHTINV20200207-02(F),"301-007",----,JASMIN,----,BANK,YOR003110353,US$,4.23200000,11.45,"703-000",600.00,2539.20,SP,,22006,F,,,0,,
43663,PV 2003/024,PV,2020-03-11,2020-03-11,2020-03-11,TAY WAI MING,,"301-003",----,----,----,BANK,RHB 200311861310,----,1.00000000,0.00,,5000.00,5000.00,,,22007,F,,,0,,
43665,OR 200504,OR,2020-05-06,2020-05-06,2020-05-06,YST AUTOMATION SDN.BHD,Payment For Invoice - IN2003-069,"301-003",MLK,CADEN HENG,----,BANK,PBB 871123,----,1.00000000,0.00,,1000.00,1000.00,PM,,22014,F,,,0,,
43667,CV 2001/44,PV,2020-01-31,2020-01-31,2020-01-31,HENG CHIN POH,MONTHLY CLAIM - JAN 2020,"303-110",----,----,----,CASH,,----,1.00000000,0.00,,5436.85,5436.85,,,22015,F,,2,0,,
43716,PV 2003/025,PV,2020-03-11,2020-03-11,2020-03-11,KATIJAN BIN MUSDI,,"301-003",----,----,----,BANK,RHB 200311834005,----,1.00000000,0.00,,800.00,800.00,,,22017,F,,1,0,,
43718,PV 2003/026,PV,2020-03-11,2020-03-11,2020-03-11,LEE TONG CHEW,,"301-003",----,----,----,BANK,RHB 200311833779,----,1.00000000,0.00,,600.00,600.00,,,22020,F,,1,0,,
43720,PV 2003/027,PV,2020-03-11,2020-03-11,2020-03-11,LITAR SETIA SDN BHD,,"301-003",----,----,----,BANK,RHB 200311833447,----,1.00000000,0.00,,2300.00,2300.00,,,22021,F,,,0,,
43722,PV 2003/028,PV,2020-03-11,2020-03-11,2020-03-11,LAM KUOK KINN,,"301-003",----,----,----,BANK,RHB 200311833229,----,1.00000000,0.00,,1500.00,1500.00,,,22022,F,,1,0,,
43724,PV 2003/029,PV,2020-03-11,2020-03-11,2020-03-11,KONSORTIUM WAZA MAJU SDN BHD,,"301-003",----,----,----,BANK,RHB 200311834239,----,1.00000000,0.00,,800.00,800.00,,,22024,F,,1,0,,
43726,PV 2003/030,PV,2020-03-11,2020-03-11,2020-03-11,ONG KEE CHONG,,"301-003",----,----,----,BANK,RHB 200311843272,----,1.00000000,0.00,,736.00,736.00,,,22025,F,,1,0,,
43729,PV 2003/031,PV,2020-03-11,2020-03-11,2020-03-11,NOOR ASIAH BINTI AHMAD HASSANUDDIN,,"301-003",----,----,----,BANK,RHB 200311843107,----,1.00000000,0.00,,900.00,900.00,,,22027,F,,,0,,
43731,PV 2003/032,PV,2020-03-11,2020-03-11,2020-03-11,RICOH (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200311836477,----,1.00000000,0.00,,318.49,318.49,,,22030,F,,,0,,
43734,PV 2003/033,PV,2020-03-11,2020-03-11,2020-03-11,RICOH (MALAYSIA) SDN BHD,Payment For Invoice - FEB 2020,"301-003",----,----,----,BANK,RHB 200311835413,----,1.00000000,0.00,,362.28,362.28,SP,,22031,F,,1,0,,
43736,PV 2003/034,PV,2020-03-11,2020-03-11,2020-03-11,MAXIS BROADBAND SDN BHD,Payment For Invoice - 625648085,"301-003",KL,----,----,BANK,RHB 200311837034,----,1.00000000,0.00,,3160.95,3160.95,SP,,22032,F,,,0,,
43738,PV 2003/035,PV,2020-03-11,2020-03-11,2020-03-11,MAXIS BROADBAND SDN BHD,Payment For Invoice - 626735609,"301-003",KL,----,----,BANK,RHB 200311842530,----,1.00000000,0.00,,133.10,133.10,SP,,22034,F,,,0,,
43740,PV 2003/036,PV,2020-03-11,2020-03-11,2020-03-11,CELCOM MOBILE SDN BHD,Payment For Invoice - 2040276281,"301-003",----,----,----,BANK,RHB 200311842325,----,1.00000000,0.00,,159.00,159.00,SP,,22035,F,,,0,,
43742,PV 2003/037,PV,2020-03-11,2020-03-11,2020-03-11,CELCOM MOBILE SDN BHD,Payment For Invoice - 3030079368,"301-003",----,----,----,BANK,RHB 200311842404,----,1.00000000,0.00,,172.10,172.10,SP,,22040,F,,,0,,
43744,PV 2003/038,PV,2020-03-11,2020-03-11,2020-03-11,CELCOM MOBILE SDN BHD,Payment For Invoice - 3030148290,"301-003",----,----,----,BANK,RHB 200311842473,----,1.00000000,0.00,,110.20,110.20,SP,,22041,F,,,0,,
43746,PV 2003/039,PV,2020-03-11,2020-03-11,2020-03-11,NUR DISTRIBUTION SDN BHD,Payment For Invoice - 38170-4417,"301-003",----,----,----,BANK,RHB 200311837152,----,1.00000000,0.00,,542.45,542.45,SP,,22042,F,,,0,,
43748,PV 2003/040,PV,2020-03-11,2020-03-11,2020-03-11,TENAGA NASIONAL BERHAD,Payment For Invoice - 001454151789,"301-003",----,----,----,BANK,RHB 200311838057,----,1.00000000,0.00,,517.25,517.25,SP,,22044,F,,,0,,
43750,PV 2003/041,PV,2020-03-11,2020-03-11,2020-03-11,TENAGA NASIONAL BERHAD,Payment For Invoice - 000782326781,"301-003",----,----,----,BANK,RHB 200311837933,----,1.00000000,0.00,,1111.90,1111.90,SP,,22045,F,,,0,,
43752,PV 2003/042,PV,2020-03-11,2020-03-11,2020-03-11,TENAGA NASIONAL BERHAD,Payment For Invoice - 001031742465,"301-003",----,----,----,BANK,RHB 200311837684,----,1.00000000,0.00,,306.00,306.00,SP,,22046,F,,,0,,
43754,PV 2003/043,PV,2020-03-11,2020-03-11,2020-03-11,TENAGA NASIONAL BERHAD,,"301-003",----,----,----,BANK,RHB 200311837564,----,1.00000000,0.00,,345.95,345.95,,,22047,F,,,0,,
43756,PV 2003/044,PV,2020-03-11,2020-03-11,2020-03-11,TENAGA NASIONAL BERHAD,Payment For Invoice - 6066738237,"301-003",----,----,----,BANK,RHB 200311838427,----,1.00000000,0.00,,117.05,117.05,SP,,22048,F,,,0,,
43758,PV 2003/045,PV,2020-03-11,2020-03-11,2020-03-11,TENAGA NASIONAL BERHAD,Payment For Invoice - 6070543222,"301-003",----,----,----,BANK,RHB 200311838311,----,1.00000000,0.00,,257.30,257.30,SP,,22049,F,,,0,,
43760,PV 2003/046,PV,2020-03-11,2020-03-11,2020-03-11,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B022020-2,"301-003",MLK,----,----,BANK,RHB 200311839510,----,1.00000000,0.00,,9.00,9.00,SP,,22050,F,,,0,,
43762,PV 2003/047,PV,2020-03-11,2020-03-11,2020-03-11,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B022020-1,"301-003",MLK,----,----,BANK,RHB 200311838775,----,1.00000000,0.00,,36.00,36.00,SP,,22051,F,,,0,,
43764,PV 2003/048,PV,2020-03-11,2020-03-11,2020-03-11,SYARIKAT AIR MELAKA BERHAD,,"301-003",----,----,----,BANK,RHB 200311838670,----,1.00000000,0.00,,25.00,25.00,,,22052,F,,,0,,
43766,PV 2003/049,PV,2020-03-11,2020-03-11,2020-03-11,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B022020,"301-003",MLK,----,----,BANK,RHB 200311839099,----,1.00000000,0.00,,25.00,25.00,SP,,22053,F,,,0,,
43768,CV 2002/44,PV,2020-02-29,2020-02-29,2020-02-29,HENG CHIN POH,MONTHLY CLAIM - JAN & FEB 2020,"303-110",----,----,----,CASH,,----,1.00000000,0.00,,12426.21,12426.21,,,22054,F,,1,0,,
43838,PV 2003/050,PV,2020-03-11,2020-03-11,2020-03-11,SYARIKAT AIR DARUL AMAN SDN BHD,Payment For Invoice - 0130033286,"301-003",----,----,----,BANK,RHB 200311839613,----,1.00000000,0.00,,15.40,15.40,SP,,22055,F,,,0,,
43840,PV 2003/051,PV,2020-03-11,2020-03-11,2020-03-11,WOONGJIN COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200311841815,----,1.00000000,0.00,,132.00,132.00,,,22057,F,,,0,,
43842,PV 2003/052,PV,2020-03-11,2020-03-11,2020-03-11,WOONGJIN COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200311841619,----,1.00000000,0.00,,118.00,118.00,,,22058,F,,,0,,
43844,PV 2003/053,PV,2020-03-11,2020-03-11,2020-03-11,WOONGJIN COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200311841511,----,1.00000000,0.00,,118.00,118.00,,,22059,F,,,0,,
43846,PV 2003/054,PV,2020-03-11,2020-03-11,2020-03-11,WOONGJIN COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200311841353,----,1.00000000,0.00,,118.00,118.00,,,22060,F,,1,0,,
43848,PV 2003/055,PV,2020-03-11,2020-03-11,2020-03-11,TELEKOM MALAYSIA BERHAD,,"301-003",----,----,----,BANK,RHB 200311842064,----,1.00000000,0.00,,295.45,295.45,,,22062,F,,,0,,
43850,PV 2003/056,PV,2020-03-11,2020-03-11,2020-03-11,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 003091966634,"301-003",----,----,----,BANK,RHB 200311842112,----,1.00000000,0.00,,445.75,445.75,SP,,22063,F,,,0,,
43852,PV 2003/057,PV,2020-03-11,2020-03-11,2020-03-11,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 003072175304,"301-003",----,----,----,BANK,RHB 200311842187,----,1.00000000,0.00,,295.75,295.75,SP,,22064,F,,,0,,
43854,PV 2003/058,PV,2020-03-11,2020-03-11,2020-03-11,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 003091146468,"301-003",----,----,----,BANK,RHB 200311842254,----,1.00000000,0.00,,316.95,316.95,SP,,22065,F,,,0,,
43862,PV 2003/060,PV,2020-03-11,2020-03-11,2020-03-11,MOHAMED RIZAL BIN TAJUDIN,,"301-003",----,----,----,BANK,RHB 200311853913,----,1.00000000,0.00,,359.50,359.50,,,22067,F,,1,0,,
43864,PV 2003/061,PV,2020-03-11,2020-03-11,2020-03-11,MUHAMMAD RAMZEE BIN ABDUL RAOF,,"301-003",----,----,----,BANK,RHB 200311853808,----,1.00000000,0.00,,368.50,368.50,,,22068,F,,1,0,,
43867,PV 2003/062,PV,2020-03-11,2020-03-11,2020-03-11,TAN MEI KEE,,"301-003",----,----,----,BANK,RHB 200311853529,----,1.00000000,0.00,,371.43,371.43,,,22076,F,,1,0,,
43869,PV 2003/063,PV,2020-03-11,2020-03-11,2020-03-11,MUHAMMAD ZHAFRI BIN MURI,,"301-003",----,----,----,BANK,RHB 200311852833,----,1.00000000,0.00,,142.00,142.00,,,22077,F,,1,0,,
43871,PV 2003/064,PV,2020-03-11,2020-03-11,2020-03-11,CHANG HUEY XIAN,,"301-003",----,----,----,BANK,RHB 200311852954,----,1.00000000,0.00,,807.68,807.68,,,22079,F,,1,0,,
43873,PV 2003/065,PV,2020-03-11,2020-03-11,2020-03-11,WEE LI TING,,"301-003",----,----,----,BANK,RHB 200311853193,----,1.00000000,0.00,,811.25,811.25,,,22080,F,,1,0,,
43875,PV 2003/066,PV,2020-03-11,2020-03-11,2020-03-11,TAN EAN NEE,,"301-003",----,----,----,BANK,RHB 200311853728,----,1.00000000,0.00,,1667.95,1667.95,,,22081,F,,1,0,,
43877,PV 2003/067,PV,2020-03-11,2020-03-11,2020-03-11,TAN EAN NEE,,"301-003",----,----,----,BANK,RHB 200311853728,----,1.00000000,0.00,,50.00,50.00,,,22083,F,,,0,,
43879,PV 2003/068,PV,2020-03-11,2020-03-11,2020-03-11,DIANA BINTI NORMAN TEO,,"301-003",----,----,----,BANK,RHB 200311853317,----,1.00000000,0.00,,400.00,400.00,,,22084,F,,1,0,,
43881,PV 2003/069,PV,2020-03-11,2020-03-11,2020-03-11,THOR SEOK LING,,"301-003",----,----,----,BANK,RHB 200311853448,----,1.00000000,0.00,,396.71,396.71,,,22085,F,,1,0,,
43883,PV 2003/070,PV,2020-03-11,2020-03-11,2020-03-11,CHONG XIN YI,,"301-003",----,----,----,BANK,RHB 200311853083,----,1.00000000,0.00,,1320.73,1320.73,,,22086,F,,1,0,,
43885,PV 2003/071,PV,2020-03-11,2020-03-11,2020-03-11,FATIN AFRINA BINTI MUHAMMAD FITRI THOW,,"301-003",----,----,----,BANK,RHB 200311852477,----,1.00000000,0.00,,28.00,28.00,,,22087,F,,1,0,,
43887,PV 2003/072,PV,2020-03-11,2020-03-11,2020-03-11,NORHIDAYAH BINTI YAHAYA,,"301-003",----,----,----,BANK,RHB 200311852619,----,1.00000000,0.00,,50.00,50.00,,,22088,F,,,0,,
43889,PV 2003/079,PV,2020-03-13,2020-03-13,2020-03-13,KUOK KING KONG,,"301-003",----,----,----,BANK,RHB 200313960901,----,1.00000000,0.00,,3339.56,3339.56,,,22089,F,,1,0,,
43891,PV 2003/080,PV,2020-03-13,2020-03-13,2020-03-13,ALLAN ONG & CO. PLT,,"301-003",----,----,----,BANK,RHB 200313937893,----,1.00000000,0.00,,11280.00,11280.00,,,22090,F,,1,0,,
43894,PV 2003/081,PV,2020-03-13,2020-03-13,2020-03-13,AO TAXATION SDN BHD,Payment For Invoice - 2019/01552,"301-003",----,----,----,BANK,RHB 200313935044,----,1.00000000,0.00,,3180.00,3180.00,SP,,22091,F,,,0,,
43896,PV 2003/082,PV,2020-03-13,2020-03-13,2020-03-13,PERBADANAN BEKALAN AIR PULAU PINANG SDN BHD,Payment For Invoice - 1120020069010,"301-003",----,----,----,BANK,RHB 000355,----,1.00000000,0.00,,24.00,24.00,SP,,22092,F,,,0,,
43898,PV 2003/083,PV,2020-03-13,2020-03-13,2020-03-13,PERBADANAN BEKALAN AIR PULAU PINANG SDN BHD,,"301-003",----,----,----,BANK,RHB 000355,----,1.00000000,0.00,,24.00,24.00,,,22093,F,,,0,,
43900,PV 2002/043,PV,2020-02-12,2020-02-12,2020-02-12,LEMBAGA HASIL DALAM NEGERI MALAYSIA,,"301-003",----,----,----,BANK,RHB 200212912753,----,1.00000000,0.00,,10554.00,10554.00,,,22094,F,,,0,,
43902,PV 2003/084,PV,2020-03-13,2020-03-13,2020-03-13,TRIDAX RESOURCES TECHNOLOGY (M) SDN BHD,Payment For Invoice - I-2003/000091,"301-003",----,CADEN HENG,----,BANK,RHB 200313934129,----,1.00000000,0.00,,1430.00,1430.00,SP,,22095,F,,1,0,,
43904,PV 2002/044,PV,2020-02-12,2020-02-12,2020-02-12,PSMB,,"301-003",----,----,----,BANK,RHB 20029265673,----,1.00000000,0.00,,1958.90,1958.90,,,22096,F,,,0,,
43906,PV 2003/085,PV,2020-03-17,2020-03-17,2020-03-17,BENEDICT LAU CHING YU,,"301-003",----,----,----,BANK,RHB 200317054436,----,1.00000000,0.00,,1000.00,1000.00,,2020-03-19,22097,F,,1,0,,
43908,PV 2003/086,PV,2020-03-18,2020-03-18,2020-03-18,TOO YONG THIN,,"301-003",----,----,----,BANK,RHB 200318080567,----,1.00000000,0.00,,1000.00,1000.00,,,22098,F,,,0,,
43914,PV 2002/045,PV,2020-02-12,2020-02-12,2020-02-12,KETUA PENGARAH HASIL DALAM NEGERI,,"301-003",----,----,----,BANK,RHB 200212916801,----,1.00000000,0.00,,11207.75,11207.75,,,22106,F,,5,0,,
43941,PV 2003/087,PV,2020-03-18,2020-03-18,2020-03-18,PANDUAN EMAS SDN BHD,,"301-003",----,----,----,BANK,RHB 000353,----,1.00000000,0.00,,336.00,336.00,,,22107,F,,,0,,
43950,PV 2003/088,PV,2020-03-19,2020-03-19,2020-03-19,DHL EXPRESS (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200319100438,----,1.00000000,0.00,,916.10,916.10,,,22109,F,,,0,,
43952,PV 2003/089,PV,2020-03-19,2020-03-19,2020-03-19,BOK OPT SDN BHD,,"301-003",----,----,----,BANK,RHB 200319100330,----,1.00000000,0.00,,26000.00,26000.00,,,22110,F,,,0,,
43956,PV 2003/091,PV,2020-03-20,2020-03-20,2020-03-20,DHL EXPRESS (MALAYSIA) SDN BHD,Payment For Invoice - SZBIR00038435,"301-003",----,----,----,BANK,RHB 200320109649,----,1.00000000,0.00,,1132.74,1132.74,SP,,22112,F,,,0,,
43958,PV 2003/092,PV,2020-03-20,2020-03-20,2020-03-20,MAYBANK,,"301-011",----,----,----,BANK,MBB 00558994,----,1.00000000,0.00,,25822.27,25822.27,,,22114,F,,,0,,
43960,PV 2003/093,PV,2020-03-20,2020-03-20,2020-03-20,PRECISE METROLOGY SDN BHD,,"301-003",----,----,----,BANK,RHB 200320112152,----,1.00000000,0.00,,858.00,858.00,,,22115,F,,1,0,,
43964,PV 2002/046,PV,2020-02-12,2020-02-12,2020-02-12,PERKESO,,"301-003",----,----,----,BANK,RHB 200212930108,----,1.00000000,0.00,,626.80,626.80,,,22116,F,,1,0,,
44036,PV 2003/095,PV,2020-03-23,2020-03-23,2020-03-23,HENG CHIN POH,,"301-003",----,----,----,BANK,RHB 200323140670,----,1.00000000,0.00,,6000.00,6000.00,,,22118,F,,1,0,,
44038,PV 2003/096,PV,2020-03-30,2020-03-30,2020-03-30,DHL EXPRESS (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200330237863,----,1.00000000,0.00,,832.80,832.80,,,22119,F,,,0,,
44040,PV 2003/097,PV,2020-03-31,2020-03-31,2020-03-31,TORICO SDN BHD,Payment For Invoice - IV-000282(P),"301-003",----,----,----,BANK,RHB 200331279322,----,1.00000000,0.00,,118873.75,118873.75,SP,,22120,F,,,0,,
44042,PV 2003/098,PV,2020-03-31,2020-03-31,2020-03-31,HENG REN SHUANG,,"301-003",----,----,----,BANK,RHB 200331279043,----,1.00000000,0.00,,1000.00,1000.00,,,22121,F,,,0,,
44044,PV 2003/099,PV,2020-03-31,2020-03-31,2020-03-31,LIM MUI KOON,,"301-003",----,----,----,BANK,RHB 200331279112,----,1.00000000,0.00,,2500.00,2500.00,,,22122,F,,2,0,,
44046,PV 2003/100,PV,2020-03-31,2020-03-31,2020-03-31,NOHARIZA BINTI IBRAHIM,,"301-003",----,----,----,BANK,RHB 200331279196,----,1.00000000,0.00,,1800.00,1800.00,,,22123,F,,2,0,,
44048,PV 2002/047,PV,2020-02-12,2020-02-12,2020-02-12,PERTUBUHAN KESELAMATAN SOSIAL,,"301-003",----,----,----,BANK,RHB 200212916627,----,1.00000000,0.00,,3545.40,3545.40,,,22124,F,,1,0,,
44119,CV 2004/04,PV,2020-04-30,2020-04-30,2020-04-30,CHANG HUEY XIAN,MONTHLY CLAIM - APR 2020,"303-010",----,----,----,CASH,,----,1.00000000,0.00,,55.00,55.00,,,22126,F,,,0,,
44122,CV 2004/05,PV,2020-04-30,2020-04-30,2020-04-30,MOHAMED RIZAL BIN TAJUDIN,MONTHLY CLAIM - APR 2020,"303-010",----,----,----,CASH,,----,1.00000000,0.00,,561.36,561.36,,,22127,F,,,0,,
44142,CV 2004/06,PV,2020-04-30,2020-04-30,2020-04-30,TAN MEI KEE,MONTHLY CLAIM - APR 2020,"303-010",----,----,----,CASH,,----,1.00000000,0.00,,13.00,13.00,,,22128,F,,,0,,
44145,CV 2004/07,PV,2020-04-30,2020-04-30,2020-04-30,THOR SEOK LING,MONTHLY CLAIM - APR 2020,"303-010",----,----,----,CASH,,----,1.00000000,0.00,,53.78,53.78,,,22129,F,,,0,,
44149,CV 2004/08,PV,2020-04-30,2020-04-30,2020-04-30,TAN EAN NEE,MONTHLY CLAIM - APR 2020,"303-010",----,----,----,CASH,,----,1.00000000,0.00,,25.00,25.00,,,22130,F,,,0,,
44158,CV 2004/09,PV,2020-04-30,2020-04-30,2020-04-30,WEE LI TING,MONTHLY CLAIM - APR 2020,"303-010",----,----,----,CASH,,----,1.00000000,0.00,,50.00,50.00,,,22131,F,,,0,,
44162,PV 2002/048,PV,2020-02-12,2020-02-12,2020-02-12,KWSP,,"301-003",----,----,----,BANK,RHB 200212915229,----,1.00000000,0.00,,54644.00,54644.00,,,22132,F,,4,0,,
44252,OR 200505,OR,2020-05-08,2020-05-08,2020-05-08,DOMINANT OPTO TECHNOLOGIES SDN BHD,"Payment For Invoice - IN2001-009, IN2001-025","301-003",MLK,CADEN HENG,----,BANK,HSBCGLV430319906,----,1.00000000,0.00,,5300.00,5300.00,PM,,22167,F,,,0,,
44254,PV 2002/055,PV,2020-02-21,2020-02-21,2020-02-21,HACKSTA SOLUTION SDN BHD,Payment For Invoice - I1805/007(P),"301-003",----,JASMIN,----,BANK,RHB 200221221867,----,1.00000000,0.00,,4700.00,4700.00,SP,,22168,F,,,0,,
44256,PV 2004/001,PV,2020-04-03,2020-04-03,2020-04-03,VENTURE ELECTRONICS TECHNOLOGY LIMITED,"Payment For Invoice - CI-BOSB-015-023, CI-BOSB-15-024, CI-BOSB-15-025","301-007",CN,JASMIN,----,BANK,YOR004060047,US$,4.36200000,10.80,"703-000",2579.51,11251.82,SP,,22169,F,,1,0,,
44258,PV 2004/002,PV,2020-04-03,2020-04-03,2020-04-03,HIEWA AUTO GALLERY (MELAKA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200403374533,----,1.00000000,0.00,,1000.00,1000.00,,,22170,F,,1,0,,
44260,PV 2004/003,PV,2020-04-06,2020-04-06,2020-04-06,YEO CHIN KUOH,,"301-003",----,----,----,BANK,RHB 200406411161,----,1.00000000,0.00,,280.00,280.00,,,22171,F,,1,0,,
44262,PV 2004/004,PV,2020-04-06,2020-04-06,2020-04-06,DIANA BINTI NORMAN TEO,,"301-003",----,----,----,BANK,RHB 200406411220,----,1.00000000,0.00,,120.00,120.00,,,22172,F,,1,0,,
44264,PV 2004/005,PV,2020-04-06,2020-04-06,2020-04-06,COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 200406403280,----,1.00000000,0.00,,132.00,132.00,,,22173,F,,,0,,
